2021-05-12 14:55:02,255 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_Base.json

2021-05-12 14:55:04,249 - Task failed successfully

2021-05-12 14:55:04,249 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-1.json

2021-05-12 14:55:06,221 - Task failed successfully

2021-05-12 14:55:06,221 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-2.json

2021-05-12 14:55:08,143 - Task failed successfully

2021-05-12 14:55:08,143 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-3.json

2021-05-12 14:55:10,073 - Task failed successfully

2021-05-12 14:55:10,073 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-4.json

2021-05-12 14:55:12,017 - Task failed successfully

2021-05-12 14:55:12,018 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-5.json

2021-05-12 14:55:13,920 - Task failed successfully

2021-05-12 14:55:13,920 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-6.json

2021-05-12 14:55:15,877 - Task failed successfully

2021-05-12 14:55:15,877 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-7.json

2021-05-12 14:55:17,795 - Task failed successfully

2021-05-12 14:55:17,795 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-8.json

2021-05-12 14:55:19,711 - Task failed successfully

2021-05-12 14:55:19,711 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-9.json

2021-05-12 14:55:21,653 - Task failed successfully

2021-05-12 14:55:21,653 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-10.json

2021-05-12 14:55:23,604 - Task failed successfully

2021-05-12 14:55:23,604 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-1.json

2021-05-12 14:55:25,646 - Task failed successfully

2021-05-12 14:55:25,646 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-2.json

2021-05-12 14:55:27,635 - Task failed successfully

2021-05-12 14:55:27,635 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-3.json

2021-05-12 14:55:29,598 - Task failed successfully

2021-05-12 14:55:29,598 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-4.json

2021-05-12 14:55:31,662 - Task failed successfully

2021-05-12 14:55:31,662 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-5.json

2021-05-12 14:55:33,576 - Task failed successfully

2021-05-12 14:55:33,577 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-6.json

2021-05-12 14:55:35,492 - Task failed successfully

2021-05-12 14:55:35,493 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-7.json

2021-05-12 14:55:37,434 - Task failed successfully

