2021-05-11 11:16:19,745 - 

Running application application_simulation_SSO-CHB, with json SSO_Base.json

2021-05-11 11:16:21,731 - Task failed successfully

2021-05-11 11:16:21,731 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-1.json

2021-05-11 11:16:23,733 - Task failed successfully

2021-05-11 11:16:23,733 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-2.json

2021-05-11 11:16:25,690 - Task failed successfully

2021-05-11 11:16:25,690 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-3.json

2021-05-11 11:16:27,817 - Task failed successfully

2021-05-11 11:16:27,817 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-4.json

2021-05-11 11:16:29,776 - Task failed successfully

2021-05-11 11:16:29,776 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-5.json

2021-05-11 11:16:31,714 - Task failed successfully

2021-05-11 11:16:31,714 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-6.json

2021-05-11 11:16:33,682 - Task failed successfully

2021-05-11 11:16:33,682 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-7.json

2021-05-11 11:16:35,569 - Task failed successfully

2021-05-11 11:16:35,569 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-8.json

2021-05-11 11:16:37,518 - Task failed successfully

2021-05-11 11:16:37,519 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-9.json

2021-05-11 11:16:39,544 - Task failed successfully

2021-05-11 11:16:39,544 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-10.json

2021-05-11 11:16:41,543 - Task failed successfully

2021-05-11 11:16:41,543 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-11.json

2021-05-11 11:16:43,612 - Task failed successfully

2021-05-11 11:16:43,612 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-12.json

2021-05-11 11:16:45,603 - Task failed successfully

2021-05-11 11:16:45,603 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-13.json

2021-05-11 11:16:47,814 - Task failed successfully

2021-05-11 11:16:47,814 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-14.json

2021-05-11 11:16:49,843 - Task failed successfully

2021-05-11 11:16:49,843 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-15.json

2021-05-11 11:16:51,885 - Task failed successfully

2021-05-11 11:16:51,886 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-16.json

2021-05-11 11:16:54,214 - Task failed successfully

2021-05-11 11:16:54,215 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-17.json

2021-05-11 11:16:56,284 - Task failed successfully

2021-05-11 11:16:56,284 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-18.json

2021-05-11 11:16:58,210 - Task failed successfully

2021-05-11 11:16:58,210 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-19.json

2021-05-11 11:17:00,132 - Task failed successfully

2021-05-11 11:17:00,132 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-20.json

2021-05-11 11:17:02,107 - Task failed successfully

2021-05-11 11:17:02,107 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-1.json

2021-05-11 11:17:04,073 - Task failed successfully

2021-05-11 11:17:04,074 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-2.json

2021-05-11 11:17:06,045 - Task failed successfully

2021-05-11 11:17:06,045 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-3.json

2021-05-11 11:17:07,961 - Task failed successfully

2021-05-11 11:17:07,961 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-4.json

2021-05-11 11:17:09,888 - Task failed successfully

2021-05-11 11:17:09,888 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-5.json

2021-05-11 11:17:11,836 - Task failed successfully

2021-05-11 11:17:11,837 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-6.json

2021-05-11 11:17:13,782 - Task failed successfully

2021-05-11 11:17:13,782 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-7.json

2021-05-11 11:17:15,667 - Task failed successfully

2021-05-11 11:17:15,667 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-8.json

2021-05-11 11:17:17,593 - Task failed successfully

2021-05-11 11:17:17,593 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-9.json

2021-05-11 11:17:19,566 - Task failed successfully

2021-05-11 11:17:19,567 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-10.json

2021-05-11 11:17:21,537 - Task failed successfully

2021-05-11 11:17:21,537 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-11.json

2021-05-11 11:17:23,514 - Task failed successfully

2021-05-11 11:17:23,515 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-12.json

2021-05-11 11:17:25,491 - Task failed successfully

2021-05-11 11:17:25,491 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-13.json

2021-05-11 11:17:27,505 - Task failed successfully

2021-05-11 11:17:27,505 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-14.json

2021-05-11 11:17:29,660 - Task failed successfully

2021-05-11 11:17:29,661 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-15.json

2021-05-11 11:17:31,725 - Task failed successfully

2021-05-11 11:17:31,725 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-16.json

2021-05-11 11:17:33,879 - Task failed successfully

2021-05-11 11:17:33,879 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-17.json

2021-05-11 11:17:35,897 - Task failed successfully

2021-05-11 11:17:35,897 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-18.json

2021-05-11 11:17:37,830 - Task failed successfully

2021-05-11 11:17:37,831 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-19.json

2021-05-11 11:17:39,781 - Task failed successfully

2021-05-11 11:17:39,781 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-20.json

2021-05-11 11:17:41,802 - Task failed successfully

2021-05-11 11:17:41,803 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-1.json

2021-05-11 11:17:43,819 - Task failed successfully

2021-05-11 11:17:43,819 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-2.json

2021-05-11 11:17:45,849 - Task failed successfully

2021-05-11 11:17:45,849 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-3.json

2021-05-11 11:17:47,953 - Task failed successfully

2021-05-11 11:17:47,953 - 

