2021-05-11 18:08:51,432 - 

Running application application_simulation_SSO-CHB, with json SSO_Base.json

2021-05-11 18:08:53,340 - Task failed successfully

2021-05-11 18:08:53,340 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-1.json

2021-05-11 18:08:55,290 - Task failed successfully

2021-05-11 18:08:55,290 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-2.json

2021-05-11 18:08:57,244 - Task failed successfully

2021-05-11 18:08:57,244 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-3.json

2021-05-11 18:08:59,164 - Task failed successfully

2021-05-11 18:08:59,164 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-4.json

2021-05-11 18:09:01,093 - Task failed successfully

2021-05-11 18:09:01,093 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-5.json

2021-05-11 18:09:03,040 - Task failed successfully

2021-05-11 18:09:03,041 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-6.json

2021-05-11 18:09:04,977 - Task failed successfully

2021-05-11 18:09:04,978 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-7.json

2021-05-11 18:09:06,897 - Task failed successfully

2021-05-11 18:09:06,897 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-8.json

2021-05-11 18:09:08,817 - Task failed successfully

2021-05-11 18:09:08,817 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-9.json

2021-05-11 18:09:10,820 - Task failed successfully

2021-05-11 18:09:10,820 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-10.json

2021-05-11 18:09:12,780 - Task failed successfully

2021-05-11 18:09:12,781 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-11.json

2021-05-11 18:09:14,776 - Task failed successfully

2021-05-11 18:09:14,776 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-12.json

2021-05-11 18:09:16,712 - Task failed successfully

2021-05-11 18:09:16,712 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-13.json

2021-05-11 18:09:18,648 - Task failed successfully

2021-05-11 18:09:18,648 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-14.json

2021-05-11 18:09:20,690 - Task failed successfully

2021-05-11 18:09:20,690 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-15.json

2021-05-11 18:09:22,805 - Task failed successfully

2021-05-11 18:09:22,806 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-16.json

2021-05-11 18:09:24,838 - Task failed successfully

2021-05-11 18:09:24,838 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-17.json

2021-05-11 18:09:26,844 - Task failed successfully

2021-05-11 18:09:26,844 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-18.json

2021-05-11 18:09:28,802 - Task failed successfully

2021-05-11 18:09:28,802 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-19.json

2021-05-11 18:09:30,794 - Task failed successfully

2021-05-11 18:09:30,794 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-20.json

2021-05-11 18:09:32,830 - Task failed successfully

2021-05-11 18:09:32,831 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-1.json

2021-05-11 18:09:34,830 - Task failed successfully

2021-05-11 18:09:34,830 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-2.json

2021-05-11 18:09:36,897 - Task failed successfully

2021-05-11 18:09:36,897 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-3.json

2021-05-11 18:09:38,978 - Task failed successfully

2021-05-11 18:09:38,978 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-4.json

2021-05-11 18:09:40,934 - Task failed successfully

2021-05-11 18:09:40,934 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-5.json

2021-05-11 18:09:43,456 - Task failed successfully

2021-05-11 18:09:43,456 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-6.json

2021-05-11 18:09:46,177 - Task failed successfully

2021-05-11 18:09:46,177 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-7.json

2021-05-11 18:09:48,286 - Task failed successfully

2021-05-11 18:09:48,286 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-8.json

2021-05-11 18:09:50,378 - Task failed successfully

2021-05-11 18:09:50,378 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-9.json

2021-05-11 18:09:52,450 - Task failed successfully

2021-05-11 18:09:52,450 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-10.json

2021-05-11 18:09:54,515 - Task failed successfully

2021-05-11 18:09:54,515 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-11.json

2021-05-11 18:09:56,504 - Task failed successfully

2021-05-11 18:09:56,505 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-12.json

2021-05-11 18:09:58,637 - Task failed successfully

2021-05-11 18:09:58,638 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-13.json

2021-05-11 18:10:00,658 - Task failed successfully

2021-05-11 18:10:00,658 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-14.json

2021-05-11 18:10:02,619 - Task failed successfully

2021-05-11 18:10:02,619 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-15.json

2021-05-11 18:10:04,651 - Task failed successfully

2021-05-11 18:10:04,651 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-16.json

2021-05-11 18:10:06,549 - Task failed successfully

2021-05-11 18:10:06,549 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-17.json

2021-05-11 18:10:08,496 - Task failed successfully

2021-05-11 18:10:08,496 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-18.json

2021-05-11 18:10:10,442 - Task failed successfully

2021-05-11 18:10:10,442 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-19.json

2021-05-11 18:10:12,481 - Task failed successfully

2021-05-11 18:10:12,481 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-20.json

2021-05-11 18:10:14,433 - Task failed successfully

2021-05-11 18:10:14,433 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-1.json

2021-05-11 18:10:16,400 - Task failed successfully

2021-05-11 18:10:16,401 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-2.json

2021-05-11 18:10:18,294 - Task failed successfully

2021-05-11 18:10:18,294 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-3.json

2021-05-11 18:10:20,181 - Task failed successfully

2021-05-11 18:10:20,181 - 

