2021-05-12 18:52:12,065 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_Base.json

2021-05-12 18:52:14,152 - Task failed successfully

2021-05-12 18:52:14,152 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-1.json

2021-05-12 18:52:16,088 - Task failed successfully

2021-05-12 18:52:16,088 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-2.json

2021-05-12 18:52:18,037 - Task failed successfully

2021-05-12 18:52:18,038 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-3.json

2021-05-12 18:52:19,971 - Task failed successfully

2021-05-12 18:52:19,972 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-4.json

2021-05-12 18:52:21,958 - Task failed successfully

2021-05-12 18:52:21,958 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-5.json

2021-05-12 18:52:23,958 - Task failed successfully

2021-05-12 18:52:23,958 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-6.json

2021-05-12 18:52:25,899 - Task failed successfully

2021-05-12 18:52:25,933 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-7.json

2021-05-12 18:52:27,917 - Task failed successfully

2021-05-12 18:52:27,917 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-8.json

2021-05-12 18:52:29,832 - Task failed successfully

2021-05-12 18:52:29,832 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-9.json

2021-05-12 18:52:31,751 - Task failed successfully

2021-05-12 18:52:31,751 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-10.json

2021-05-12 18:52:33,684 - Task failed successfully

2021-05-12 18:52:33,684 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-11.json

2021-05-12 18:52:35,689 - Task failed successfully

2021-05-12 18:52:35,689 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-12.json

2021-05-12 18:52:37,610 - Task failed successfully

2021-05-12 18:52:37,611 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-13.json

2021-05-12 18:52:39,500 - Task failed successfully

2021-05-12 18:52:39,501 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-14.json

2021-05-12 18:52:41,447 - Task failed successfully

2021-05-12 18:52:41,447 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-15.json

2021-05-12 18:52:43,382 - Task failed successfully

2021-05-12 18:52:43,382 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-16.json

2021-05-12 18:52:45,356 - Task failed successfully

2021-05-12 18:52:45,356 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-17.json

