2021-05-11 17:44:33,090 - 

Running application application_simulation_SSO-CHB, with json SSO_Base.json

2021-05-11 17:44:35,117 - Task failed successfully

2021-05-11 17:44:35,117 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-1.json

2021-05-11 17:44:37,048 - Task failed successfully

2021-05-11 17:44:37,048 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-2.json

2021-05-11 17:44:38,996 - Task failed successfully

2021-05-11 17:44:38,997 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-3.json

2021-05-11 17:44:40,944 - Task failed successfully

2021-05-11 17:44:40,944 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-4.json

2021-05-11 17:44:43,013 - Task failed successfully

2021-05-11 17:44:43,013 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-5.json

2021-05-11 17:44:45,058 - Task failed successfully

2021-05-11 17:44:45,058 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-6.json

2021-05-11 17:44:47,078 - Task failed successfully

2021-05-11 17:44:47,078 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-7.json

2021-05-11 17:44:49,079 - Task failed successfully

2021-05-11 17:44:49,079 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-8.json

2021-05-11 17:44:51,092 - Task failed successfully

2021-05-11 17:44:51,092 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-9.json

2021-05-11 17:44:53,139 - Task failed successfully

2021-05-11 17:44:53,139 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-10.json

2021-05-11 17:44:55,178 - Task failed successfully

2021-05-11 17:44:55,178 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-11.json

2021-05-11 17:44:57,173 - Task failed successfully

2021-05-11 17:44:57,173 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-12.json

2021-05-11 17:44:59,111 - Task failed successfully

2021-05-11 17:44:59,111 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-13.json

2021-05-11 17:45:01,074 - Task failed successfully

2021-05-11 17:45:01,074 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-14.json

2021-05-11 17:45:03,040 - Task failed successfully

2021-05-11 17:45:03,040 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-15.json

2021-05-11 17:45:05,019 - Task failed successfully

2021-05-11 17:45:05,020 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-16.json

2021-05-11 17:45:06,976 - Task failed successfully

2021-05-11 17:45:06,977 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-17.json

2021-05-11 17:45:08,969 - Task failed successfully

2021-05-11 17:45:08,969 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-18.json

2021-05-11 17:45:10,906 - Task failed successfully

2021-05-11 17:45:10,906 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-19.json

2021-05-11 17:45:12,903 - Task failed successfully

2021-05-11 17:45:12,903 - 

Running application application_simulation_SSO-CHB, with json SSO_areaRatios-20.json

2021-05-11 17:45:14,873 - Task failed successfully

2021-05-11 17:45:14,873 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-1.json

2021-05-11 17:45:16,829 - Task failed successfully

2021-05-11 17:45:16,829 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-2.json

2021-05-11 17:45:18,797 - Task failed successfully

2021-05-11 17:45:18,797 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-3.json

2021-05-11 17:45:20,795 - Task failed successfully

2021-05-11 17:45:20,795 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-4.json

2021-05-11 17:45:22,696 - Task failed successfully

2021-05-11 17:45:22,697 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-5.json

2021-05-11 17:45:24,638 - Task failed successfully

2021-05-11 17:45:24,638 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-6.json

2021-05-11 17:45:26,553 - Task failed successfully

2021-05-11 17:45:26,553 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-7.json

2021-05-11 17:45:28,485 - Task failed successfully

2021-05-11 17:45:28,485 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-8.json

2021-05-11 17:45:30,440 - Task failed successfully

2021-05-11 17:45:30,440 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-9.json

2021-05-11 17:45:32,420 - Task failed successfully

2021-05-11 17:45:32,420 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-10.json

2021-05-11 17:45:34,440 - Task failed successfully

2021-05-11 17:45:34,441 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-11.json

2021-05-11 17:45:36,423 - Task failed successfully

2021-05-11 17:45:36,423 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-12.json

2021-05-11 17:45:38,411 - Task failed successfully

2021-05-11 17:45:38,411 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-13.json

2021-05-11 17:45:40,461 - Task failed successfully

2021-05-11 17:45:40,461 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-14.json

2021-05-11 17:45:42,440 - Task failed successfully

2021-05-11 17:45:42,440 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-15.json

2021-05-11 17:45:44,451 - Task failed successfully

2021-05-11 17:45:44,451 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-16.json

2021-05-11 17:45:46,413 - Task failed successfully

2021-05-11 17:45:46,414 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-17.json

2021-05-11 17:45:48,360 - Task failed successfully

2021-05-11 17:45:48,360 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-18.json

2021-05-11 17:45:50,376 - Task failed successfully

2021-05-11 17:45:50,376 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-19.json

2021-05-11 17:45:52,329 - Task failed successfully

2021-05-11 17:45:52,330 - 

Running application application_simulation_SSO-CHB, with json SSO_currents-20.json

2021-05-11 17:45:54,324 - Task failed successfully

2021-05-11 17:45:54,324 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-1.json

2021-05-11 17:45:56,367 - Task failed successfully

2021-05-11 17:45:56,367 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-2.json

2021-05-11 17:45:58,408 - Task failed successfully

2021-05-11 17:45:58,408 - 

Running application application_simulation_SSO-CHB, with json SSO_diameters-3.json

2021-05-11 17:46:00,463 - Task failed successfully

2021-05-11 17:46:00,464 - 

