2021-05-12 12:59:34,192 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_Base.json

2021-05-12 12:59:36,089 - Task failed successfully

2021-05-12 12:59:36,090 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-1.json

2021-05-12 12:59:37,974 - Task failed successfully

2021-05-12 12:59:37,974 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-2.json

2021-05-12 12:59:40,324 - Task failed successfully

2021-05-12 12:59:40,325 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-3.json

2021-05-12 12:59:42,444 - Task failed successfully

2021-05-12 12:59:42,444 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-4.json

2021-05-12 12:59:44,415 - Task failed successfully

2021-05-12 12:59:44,416 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-5.json

2021-05-12 12:59:46,322 - Task failed successfully

2021-05-12 12:59:46,322 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-6.json

2021-05-12 12:59:48,254 - Task failed successfully

2021-05-12 12:59:48,255 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-7.json

2021-05-12 12:59:50,160 - Task failed successfully

2021-05-12 12:59:50,160 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-8.json

2021-05-12 12:59:52,065 - Task failed successfully

2021-05-12 12:59:52,066 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-9.json

2021-05-12 12:59:53,953 - Task failed successfully

2021-05-12 12:59:53,953 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-10.json

2021-05-12 12:59:55,849 - Task failed successfully

2021-05-12 12:59:55,850 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-11.json

2021-05-12 12:59:57,750 - Task failed successfully

2021-05-12 12:59:57,750 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-12.json

2021-05-12 12:59:59,687 - Task failed successfully

2021-05-12 12:59:59,687 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-13.json

2021-05-12 13:00:01,630 - Task failed successfully

2021-05-12 13:00:01,630 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-14.json

2021-05-12 13:00:03,522 - Task failed successfully

2021-05-12 13:00:03,522 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-15.json

2021-05-12 13:00:05,411 - Task failed successfully

2021-05-12 13:00:05,412 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-16.json

2021-05-12 13:00:07,305 - Task failed successfully

2021-05-12 13:00:07,305 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-17.json

