2021-05-12 18:47:49,727 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_Base.json

2021-05-12 18:47:51,701 - Task failed successfully

2021-05-12 18:47:51,701 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-1.json

2021-05-12 18:47:53,683 - Task failed successfully

2021-05-12 18:47:53,684 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-2.json

2021-05-12 18:47:55,712 - Task failed successfully

2021-05-12 18:47:55,713 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-3.json

2021-05-12 18:47:57,689 - Task failed successfully

2021-05-12 18:47:57,690 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-4.json

2021-05-12 18:47:59,684 - Task failed successfully

2021-05-12 18:47:59,684 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-5.json

2021-05-12 18:48:01,655 - Task failed successfully

2021-05-12 18:48:01,655 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-6.json

2021-05-12 18:48:03,641 - Task failed successfully

2021-05-12 18:48:03,642 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-7.json

2021-05-12 18:48:05,708 - Task failed successfully

2021-05-12 18:48:05,709 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-8.json

2021-05-12 18:48:07,631 - Task failed successfully

2021-05-12 18:48:07,631 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-9.json

2021-05-12 18:48:09,632 - Task failed successfully

2021-05-12 18:48:09,632 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-10.json

2021-05-12 18:48:11,549 - Task failed successfully

2021-05-12 18:48:11,549 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-11.json

2021-05-12 18:48:13,496 - Task failed successfully

2021-05-12 18:48:13,496 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-12.json

2021-05-12 18:48:15,435 - Task failed successfully

2021-05-12 18:48:15,435 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-13.json

2021-05-12 18:48:17,346 - Task failed successfully

2021-05-12 18:48:17,347 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-14.json

2021-05-12 18:48:19,305 - Task failed successfully

2021-05-12 18:48:19,306 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-15.json

2021-05-12 18:48:21,281 - Task failed successfully

2021-05-12 18:48:21,281 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-16.json

2021-05-12 18:48:23,219 - Task failed successfully

2021-05-12 18:48:23,220 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-17.json

